,Z,N,M_ex,Esh,alpha2,alpha4,alpha6,S_Z0N1,S_Z0N2,S_Z1N0,S_Z2N0,exist
1345,47,55,-82.12,-3.2,0.058,-0.012,-0.003,8.911000000000003,20.092000000000002,4.2190000000000065,10.978000000000005,True
1346,47,56,-84.55,-2.49,0.064,-0.018,-0.002,10.500999999999992,19.411999999999995,4.209000000000001,11.638000000000002,True
1347,47,57,-84.86,-1.84,0.068,-0.023,-0.001,8.381000000000002,18.881999999999994,4.778999999999995,12.207999999999995,True
1348,47,58,-86.75,-1.27,0.072,-0.028,0.0,9.961,18.342000000000002,4.799000000000005,12.897999999999993,True
1349,47,59,-86.6,-0.77,0.071,-0.027,0.001,7.920999999999994,17.881999999999994,5.429,13.637999999999987,True
1350,47,60,-88.04,-0.37,0.075,-0.032,0.002,9.511000000000012,17.432000000000006,5.569000000000001,14.468,True
1351,47,61,-87.47,-0.04,0.075,-0.032,0.003,7.500999999999992,17.012000000000004,6.319000000000001,15.267999999999997,True
1352,47,62,-88.39,0.29,0.075,-0.031,0.002,8.991000000000001,16.491999999999994,6.398999999999999,15.998000000000001,True
1353,47,63,-87.35,0.53,0.074,-0.029,0.001,7.0309999999999935,16.021999999999995,7.048999999999991,16.777999999999988,True
1354,47,64,-87.85,0.69,0.074,-0.029,0.0,8.571,15.601999999999993,7.138999999999994,17.358,True
1355,47,65,-86.45,0.77,0.076,-0.035,0.003,6.671000000000008,15.242000000000008,7.639000000000008,17.898000000000007,True
1356,47,66,-86.58,0.76,0.166,-0.006,-0.004,8.200999999999995,14.872000000000003,7.638999999999994,18.537999999999993,True
1357,47,67,-84.9,0.61,0.169,-0.018,-0.007,6.391000000000007,14.592000000000002,8.219000000000007,19.198000000000004,True
1358,47,68,-84.67,0.44,0.168,-0.027,-0.007,7.840999999999996,14.232000000000003,8.289,19.868000000000006,True
1359,47,69,-82.58,0.21,0.156,-0.025,-0.008,5.980999999999996,13.821999999999992,8.929,20.558000000000003,True
1360,47,70,-82.0,-0.1,0.144,-0.025,-0.008,7.491000000000001,13.471999999999998,9.039,21.308000000000003,True
1361,47,71,-79.61,-0.49,0.132,-0.031,0.0,5.680999999999999,13.172,9.649,22.078,True
1362,47,72,-78.75,-1.0,0.128,-0.037,-0.003,7.211,12.892,9.748999999999993,22.798,True
1363,47,73,-76.06,-1.53,0.112,-0.038,0.0,5.381000000000002,12.592000000000002,10.319,23.468,True
1364,47,74,-74.94,-2.24,-0.116,-0.022,0.018,6.950999999999995,12.331999999999997,10.519000000000004,24.537999999999993,True
1365,47,75,-72.19,-3.14,-0.127,-0.016,0.02,5.321,12.271999999999995,11.278999999999995,26.078,True
1366,47,76,-70.82,-4.02,0.081,-0.041,0.007,6.700999999999995,12.021999999999995,11.79899999999999,27.347999999999995,True
1367,47,77,-67.71,-4.96,-0.118,-0.027,0.015,4.961,11.661999999999995,13.038999999999993,28.69799999999999,True
1368,47,78,-65.44,-5.37,-0.1,-0.022,0.017,5.801000000000004,10.762000000000004,13.118999999999998,29.288,True
1369,47,79,-61.53,-5.9,-0.076,-0.03,0.007,4.161000000000003,9.962000000000007,13.669000000000002,29.888,True
1370,47,80,-59.21,-6.65,0.03,-0.018,0.004,5.7509999999999994,9.912000000000003,13.728999999999997,30.528000000000002,True
1371,47,81,-55.45,-7.71,0.015,-0.008,0.0,4.311000000000002,10.062000000000001,14.299000000000005,31.178,True
1372,47,82,-53.2,-8.91,0.004,0.0,0.0,5.821,10.132000000000001,14.379000000000003,31.868000000000006,True
1373,47,83,-46.97,-7.85,0.014,0.01,0.0,1.8409999999999958,7.6619999999999955,14.948999999999996,32.477999999999994,True
1374,47,84,-42.17,-6.88,0.026,0.015,0.001,3.2710000000000026,5.111999999999998,15.008999999999999,33.088,True
1375,47,85,-35.77,-5.99,0.034,0.012,-0.004,1.6710000000000012,4.942000000000004,15.529000000000002,33.618,True
1376,47,86,-30.69,-5.09,0.043,0.006,-0.01,2.990999999999998,4.661999999999999,15.569,34.168000000000006,True
1377,47,87,-23.94,-4.19,0.046,0.003,-0.007,1.3209999999999997,4.311999999999998,16.019,34.588,True
1378,47,88,-18.5,-3.27,0.048,-0.002,-0.004,2.6309999999999985,3.951999999999998,16.019,35.038,True
1379,47,89,-11.54,-2.47,0.055,-0.006,-0.006,1.1109999999999989,3.7419999999999973,16.409,35.468,True
1380,47,90,-5.87,-1.64,0.056,-0.01,-0.004,2.4010000000000007,3.5120000000000005,16.429000000000002,35.958,True
1381,47,91,1.27,-0.97,0.065,-0.013,-0.007,0.9309999999999992,3.3320000000000007,16.859,36.328,True
1382,47,92,7.13,-0.27,0.067,-0.017,-0.005,2.2110000000000003,3.1419999999999995,16.869,36.778,True
1383,47,93,14.55,0.39,0.069,-0.021,-0.004,0.6509999999999989,2.8619999999999983,17.229,37.038,True
1384,47,94,20.62,1.0,0.071,-0.025,-0.002,2.0009999999999994,2.6519999999999975,17.159,37.558,True
1385,47,95,28.1,1.44,0.128,0.043,-0.004,0.5909999999999993,2.5919999999999987,17.589,37.878,True
1386,47,96,33.94,1.52,0.136,0.043,-0.008,2.2310000000000034,2.8220000000000027,17.629000000000005,38.397999999999996,True
1387,47,97,41.31,1.57,0.142,0.043,-0.008,0.7009999999999952,2.9319999999999986,18.119,38.918000000000006,True
1388,47,98,47.31,1.54,0.147,0.041,-0.01,2.0709999999999997,2.771999999999995,18.179000000000002,39.498000000000005,True
1389,47,99,54.85,1.5,0.15,0.035,-0.013,0.5310000000000006,2.6020000000000003,18.669000000000004,40.05799999999999,True
1390,47,100,61.09,1.44,0.153,0.029,-0.017,1.8309999999999977,2.3619999999999983,18.698999999999998,40.587999999999994,True
1391,47,101,68.8,1.31,0.158,0.023,-0.021,0.361000000000006,2.1920000000000037,19.24900000000001,41.188,True
1392,47,102,75.28,1.22,0.16,0.015,-0.023,1.5909999999999958,1.9520000000000017,19.308999999999997,41.748000000000005,True
1393,47,103,83.4,1.26,0.155,0.007,-0.016,-0.04900000000000482,1.541999999999991,19.688999999999993,42.147999999999996,False
1394,47,104,90.05,1.09,0.16,0.001,-0.021,1.4210000000000083,1.3720000000000034,19.869,42.848,True
1395,47,105,98.31,1.03,0.159,-0.006,-0.019,-0.18900000000000539,1.2320000000000029,20.349000000000004,43.288,False
1396,47,106,105.35,1.01,0.156,-0.015,-0.014,1.0310000000000077,0.8420000000000023,20.35900000000001,43.72800000000001,True
1397,47,107,113.85,0.97,0.154,-0.023,-0.01,-0.42900000000000027,0.6020000000000074,20.829000000000008,44.18800000000002,False
1398,47,108,121.02,0.83,0.158,-0.029,-0.018,0.900999999999998,0.47199999999999775,20.849000000000018,44.748000000000005,True
1399,47,109,129.73,0.78,0.155,-0.038,-0.013,-0.638999999999994,0.262000000000004,21.319000000000003,45.20800000000003,False
1400,47,110,137.17,0.69,0.148,-0.044,-0.005,0.631000000000002,-0.007999999999992013,21.329000000000022,45.73800000000003,False
1401,47,111,146.09,0.64,0.145,-0.05,0.0,-0.8490000000000162,-0.21800000000001418,21.80900000000001,46.178,False
1402,48,47,-47.09,-5.36,0.049,-0.028,0.006,14.341000000000003,31.612000000000002,1.2790000000000017,1.938000000000006,True
1403,48,48,-55.7,-6.28,0.046,-0.025,0.004,16.680999999999997,31.022000000000002,3.1690000000000023,4.278000000000002,True
1404,48,49,-60.24,-6.92,0.024,-0.012,0.004,12.610999999999999,29.291999999999998,3.319000000000008,5.178000000000001,True
1405,48,50,-67.36,-7.94,0.006,0.0,0.0,15.190999999999997,27.801999999999996,4.069000000000001,6.037999999999993,True
1406,48,51,-69.56,-7.0,0.021,0.009,0.0,10.271000000000003,25.462,4.159000000000004,6.868000000000006,True
1407,48,52,-74.09,-6.22,0.036,0.0,-0.006,12.601,22.872000000000003,4.838999999999997,7.618000000000006,True
1408,48,53,-75.75,-5.45,0.041,-0.001,-0.011,9.730999999999996,22.331999999999997,4.868999999999998,8.347999999999995,True
1409,48,54,-79.58,-4.73,0.042,-0.018,0.0,11.900999999999998,21.631999999999994,5.588999999999997,9.168000000000003,True
1410,48,55,-80.47,-3.88,0.045,-0.019,0.004,8.961,20.862,5.638999999999994,9.858,True
1411,48,56,-83.51,-3.08,0.046,-0.019,0.001,11.111000000000006,20.072000000000006,6.249000000000008,10.458000000000009,True
1412,48,57,-83.89,-2.38,0.042,-0.011,-0.002,8.450999999999995,19.562,6.319000000000001,11.097999999999995,True
1413,48,58,-86.45,-1.76,0.042,-0.012,-0.003,10.631000000000002,19.081999999999997,6.9890000000000025,11.788000000000007,True
1414,48,59,-86.38,-1.22,0.046,-0.019,0.0,8.000999999999992,18.631999999999994,7.069000000000001,12.498000000000001,True
1415,48,60,-88.49,-0.8,0.047,-0.021,0.0,10.181,18.18199999999999,7.738999999999988,13.30799999999999,True
1416,48,61,-88.03,-0.47,0.047,-0.021,0.0,7.611000000000006,17.792000000000005,7.849000000000002,14.168000000000003,True
1417,48,62,-89.66,-0.18,0.05,-0.03,0.007,9.700999999999995,17.312,8.558999999999996,14.957999999999995,True
1418,48,63,-88.7,0.09,0.049,-0.029,0.006,7.111000000000006,16.812,8.639000000000008,15.687999999999999,True
1419,48,64,-89.78,0.36,0.048,-0.028,0.007,9.150999999999998,16.262000000000004,9.219000000000007,16.358,True
1420,48,65,-88.41,0.49,0.049,-0.028,0.006,6.700999999999995,15.851999999999993,9.248999999999993,16.888,True
1421,48,66,-89.17,0.52,0.046,-0.021,0.001,8.831000000000005,15.532,9.879000000000003,17.517999999999997,True
1422,48,67,-87.48,0.47,0.045,-0.021,0.0,6.381000000000002,15.212000000000007,9.868999999999998,18.088000000000005,True
1423,48,68,-87.88,0.32,0.046,-0.022,0.0,8.470999999999991,14.851999999999993,10.498999999999993,18.787999999999993,True
1424,48,69,-85.89,0.08,0.05,-0.019,0.002,6.081000000000005,14.551999999999996,10.599000000000002,19.528000000000002,True
1425,48,70,-85.97,-0.24,0.05,-0.018,0.0,8.150999999999998,14.232000000000003,11.258999999999999,20.298,True
1426,48,71,-83.66,-0.64,0.05,-0.018,0.0,5.7609999999999975,13.911999999999995,11.338999999999997,20.987999999999996,True
1427,48,72,-83.41,-1.12,0.052,-0.022,0.001,7.821,13.581999999999997,11.948999999999996,21.69799999999999,True
1428,48,73,-80.89,-1.74,0.054,-0.026,0.003,5.551000000000004,13.372000000000003,12.118999999999998,22.438,True
1429,48,74,-80.37,-2.42,0.056,-0.03,0.006,7.551000000000004,13.102000000000007,12.719000000000007,23.23800000000001,True
1430,48,75,-77.57,-3.19,0.055,-0.031,0.006,5.270999999999988,12.821999999999992,12.668999999999995,23.94799999999999,True
1431,48,76,-76.79,-4.06,-0.087,-0.024,0.011,7.291000000000013,12.562000000000001,13.259000000000013,25.058000000000003,True
1432,48,77,-73.8,-5.04,-0.089,-0.029,0.009,5.080999999999991,12.372000000000003,13.379000000000003,26.417999999999996,True
1433,48,78,-72.79,-6.11,-0.089,-0.029,0.009,7.061000000000009,12.142,14.639000000000008,27.758000000000006,True
1434,48,79,-69.35,-7.04,-0.076,-0.029,0.007,4.630999999999988,11.691999999999997,15.108999999999993,28.777999999999995,True
1435,48,80,-67.59,-7.76,0.031,-0.021,0.008,6.311000000000009,10.941999999999997,15.669000000000002,29.398,True
1436,48,81,-63.9,-8.82,0.015,-0.008,0.0,4.380999999999995,10.692000000000004,15.738999999999995,30.038,True
1437,48,82,-62.24,-10.04,0.004,0.0,0.0,6.411000000000003,10.791999999999998,16.329,30.708000000000002,True
1438,48,83,-56.04,-8.94,0.013,0.006,-0.001,1.8709999999999969,8.282,16.359,31.307999999999996,True
1439,48,84,-51.78,-7.93,0.023,0.008,-0.002,3.8110000000000017,5.681999999999999,16.899,31.907999999999998,True
1440,48,85,-45.36,-6.97,0.029,0.004,-0.004,1.650999999999998,5.462,16.878999999999998,32.408,True
1441,48,86,-40.85,-6.07,0.036,-0.001,-0.007,3.5610000000000017,5.212,17.448999999999998,33.018,True
1442,48,87,-34.1,-5.11,0.035,-0.01,-0.004,1.3209999999999997,4.8820000000000014,17.448999999999998,33.468,True
1443,48,88,-29.17,-4.14,0.041,-0.011,-0.001,3.141,4.462,17.959000000000003,33.978,True
1444,48,89,-22.1,-3.18,0.042,-0.015,-0.001,1.0009999999999994,4.1419999999999995,17.849000000000004,34.257999999999996,True
1445,48,90,-16.87,-2.25,0.045,-0.02,0.001,2.8409999999999993,3.8419999999999987,18.289,34.718,True
1446,48,91,-9.65,-1.44,0.05,-0.018,0.0,0.8509999999999991,3.6919999999999984,18.209,35.068,True
1447,48,92,-4.25,-0.66,0.049,-0.018,0.0,2.6709999999999994,3.5219999999999985,18.668999999999997,35.538,True
1448,48,93,3.19,0.07,0.05,-0.018,0.0,0.6310000000000002,3.3019999999999996,18.649,35.878,True
1449,48,94,8.81,0.75,0.049,-0.019,0.0,2.4509999999999987,3.081999999999999,19.099,36.257999999999996,True
1450,48,95,16.42,1.36,0.049,-0.019,0.0,0.4609999999999985,2.9119999999999973,18.969,36.55799999999999,True
1451,48,96,21.86,1.58,0.135,0.043,-0.006,2.631000000000002,3.0920000000000005,19.369,36.998000000000005,True
1452,48,97,29.18,1.62,0.142,0.042,-0.009,0.7509999999999994,3.3820000000000014,19.419000000000004,37.538,True
1453,48,98,34.71,1.63,0.147,0.041,-0.01,2.5409999999999986,3.291999999999998,19.889000000000003,38.068,True
1454,48,99,42.22,1.61,0.15,0.035,-0.012,0.5610000000000017,3.1020000000000003,19.919000000000004,38.58800000000001,True
1455,48,100,47.97,1.55,0.152,0.029,-0.015,2.3209999999999997,2.8820000000000014,20.409000000000006,39.108000000000004,True
1456,48,101,55.65,1.45,0.158,0.023,-0.021,0.391,2.7119999999999997,20.439,39.688,True
1457,48,102,61.63,1.36,0.16,0.016,-0.023,2.0909999999999958,2.4819999999999958,20.939,40.24799999999999,True
1458,48,103,69.67,1.35,0.156,0.008,-0.017,0.031000000000000583,2.1219999999999963,21.019000000000005,40.708,True
1459,48,104,75.88,1.24,0.157,0.0,-0.016,1.861000000000006,1.8920000000000066,21.459000000000003,41.328,True
1460,48,105,84.02,1.1,0.159,-0.006,-0.019,-0.06900000000000084,1.7920000000000051,21.579000000000008,41.92800000000001,False
1461,48,106,90.6,1.1,0.155,-0.015,-0.013,1.4910000000000014,1.4220000000000006,22.039,42.39800000000001,True
1462,48,107,99.06,1.05,0.154,-0.023,-0.01,-0.38900000000000823,1.1019999999999932,22.078999999999994,42.908,False
1463,48,108,105.78,0.94,0.158,-0.029,-0.016,1.3510000000000009,0.9619999999999926,22.528999999999996,43.378000000000014,True
1464,48,109,114.48,0.91,0.151,-0.037,-0.007,-0.6290000000000031,0.7219999999999978,22.538999999999987,43.85799999999999,False
1465,48,110,121.48,0.86,0.147,-0.045,-0.004,1.0709999999999997,0.4419999999999966,22.978999999999985,44.30800000000001,True
1466,48,111,130.38,0.8,0.146,-0.052,-0.001,-0.8289999999999917,0.242000000000008,22.99900000000001,44.80800000000002,False
1467,48,112,137.52,0.66,0.133,-0.046,0.0,0.930999999999985,0.10199999999999321,23.45899999999999,45.298,True
1468,48,113,146.53,0.52,0.125,-0.046,0.0,-0.9389999999999912,-0.008000000000006224,23.49900000000001,45.80799999999999,False
1469,48,114,153.75,0.24,0.116,-0.046,0.003,0.8510000000000009,-0.08799999999999031,23.939000000000007,46.28800000000001,False
1470,49,48,-47.35,-6.94,0.024,-0.012,0.004,16.830999999999996,31.912000000000003,-1.0610000000000017,2.1080000000000005,False
1471,49,49,-53.52,-8.02,0.024,-0.012,0.004,14.241000000000001,31.072,0.5690000000000008,3.888000000000009,True
1472,49,50,-61.08,-9.04,0.006,0.0,0.0,15.630999999999995,29.871999999999996,1.0089999999999986,5.077999999999999,True
1473,49,51,-63.96,-8.05,0.021,0.0,-0.003,10.951000000000002,26.581999999999997,1.6889999999999983,5.8480000000000025,True
1474,49,52,-68.43,-7.08,0.022,-0.01,0.0,12.541000000000006,23.492000000000008,1.6290000000000031,6.468,True
1475,49,53,-70.7,-6.2,0.025,-0.012,0.0,10.340999999999996,22.882,2.2390000000000025,7.1080000000000005,True
1476,49,54,-74.62,-5.44,0.025,-0.012,0.0,11.991000000000001,22.331999999999997,2.329000000000006,7.918000000000003,True
1477,49,55,-76.38,-4.76,0.024,-0.012,0.004,9.83099999999999,21.821999999999992,3.1989999999999963,8.83799999999999,True
1478,49,56,-79.61,-4.0,0.006,0.0,0.0,11.301000000000004,21.131999999999994,3.388999999999994,9.638000000000002,True
1479,49,57,-80.62,-3.24,0.02,0.0,-0.004,9.081000000000005,20.38200000000001,4.019000000000004,10.338000000000005,True
1480,49,58,-83.22,-2.54,0.021,0.0,-0.005,10.670999999999994,19.752,4.058999999999996,11.047999999999998,True
1481,49,59,-83.77,-1.94,0.025,-0.01,0.003,8.620999999999997,19.29199999999999,4.679,11.748000000000001,True
1482,49,60,-85.91,-1.43,0.026,-0.011,0.0,10.211,18.831999999999997,4.709000000000001,12.44799999999999,True
1483,49,61,-86.07,-1.05,0.026,-0.011,0.001,8.230999999999996,18.441999999999997,5.328999999999992,13.177999999999994,True
1484,49,62,-87.85,-0.78,0.025,-0.01,0.002,9.851,18.081999999999997,5.478999999999997,14.037999999999993,True
1485,49,63,-87.65,-0.61,0.025,-0.011,0.002,7.871000000000011,17.722000000000012,6.2390000000000025,14.87800000000001,True
1486,49,64,-88.95,-0.46,0.024,-0.01,0.002,9.370999999999997,17.242000000000008,6.459000000000001,15.678000000000008,True
1487,49,65,-88.24,-0.33,0.021,-0.008,0.001,7.360999999999992,16.73199999999999,7.118999999999998,16.36799999999999,True
1488,49,66,-89.07,-0.26,0.021,0.0,-0.003,8.900999999999998,16.26199999999999,7.188999999999991,17.067999999999994,True
1489,49,67,-88.0,-0.29,0.025,-0.013,0.0,7.0010000000000066,15.902000000000005,7.808999999999996,17.677999999999994,True
1490,49,68,-88.48,-0.41,0.025,-0.012,0.001,8.551000000000004,15.55200000000001,7.889000000000008,18.388,True
1491,49,69,-87.07,-0.6,0.025,-0.012,0.001,6.660999999999989,15.211999999999993,8.468999999999992,19.067999999999994,True
1492,49,70,-87.19,-0.87,0.025,-0.013,0.0,8.191000000000004,14.851999999999993,8.508999999999999,19.767999999999997,True
1493,49,71,-85.51,-1.26,0.025,-0.013,0.0,6.391000000000007,14.582000000000011,9.139000000000008,20.478000000000005,True
1494,49,72,-85.33,-1.72,0.025,-0.012,0.001,7.890999999999993,14.282,9.209000000000001,21.157999999999998,True
1495,49,73,-83.37,-2.29,0.025,-0.012,0.0,6.111000000000006,14.001999999999999,9.769000000000004,21.888,True
1496,49,74,-82.93,-2.95,0.025,-0.013,0.0,7.631000000000002,13.742000000000008,9.849000000000002,22.56800000000001,True
1497,49,75,-80.73,-3.72,0.025,-0.013,0.0,5.870999999999997,13.501999999999999,10.44900000000001,23.118000000000006,True
1498,49,76,-80.03,-4.58,0.025,-0.013,0.0,7.370999999999997,13.241999999999994,10.528999999999995,23.788000000000007,True
1499,49,77,-77.61,-5.53,0.025,-0.013,0.0,5.650999999999998,13.021999999999995,11.099000000000002,24.478000000000005,True
1500,49,78,-76.66,-6.57,0.025,-0.013,0.0,7.120999999999997,12.771999999999995,11.15899999999999,25.798,True
1501,49,79,-74.01,-7.7,0.025,-0.012,0.0,5.421000000000008,12.542000000000005,11.94900000000001,27.058000000000003,True
1502,49,80,-72.83,-8.92,0.025,-0.012,0.001,6.890999999999993,12.312000000000001,12.528999999999995,28.197999999999997,True
1503,49,81,-69.8,-10.06,0.015,-0.008,0.004,5.040999999999999,11.931999999999992,13.188999999999998,28.927999999999994,True
1504,49,82,-68.23,-11.29,0.004,0.0,0.0,6.5010000000000066,11.542000000000005,13.279000000000002,29.608,True
1505,49,83,-62.56,-10.16,0.011,0.006,-0.001,2.400999999999998,8.902000000000005,13.809000000000003,30.168000000000003,True
1506,49,84,-58.33,-9.1,0.021,0.0,-0.003,3.8409999999999958,6.241999999999994,13.838999999999997,30.737999999999996,True
1507,49,85,-52.34,-8.0,0.02,-0.003,-0.002,2.081000000000005,5.922000000000001,14.269000000000004,31.148,True
1508,49,86,-47.8,-7.0,0.025,-0.011,0.001,3.5309999999999935,5.611999999999998,14.238999999999995,31.687999999999995,True
1509,49,87,-41.6,-6.04,0.025,-0.012,0.001,1.871000000000004,5.4019999999999975,14.789,32.238,True
1510,49,88,-36.78,-5.11,0.024,-0.012,0.003,3.2509999999999994,5.122000000000003,14.899,32.858000000000004,True
1511,49,89,-30.23,-4.12,0.017,-0.008,0.001,1.520999999999999,4.7719999999999985,15.418999999999999,33.268,True
1512,49,90,-25.04,-3.17,0.004,0.0,0.0,2.8809999999999985,4.4019999999999975,15.458999999999998,33.748,True
1513,49,91,-18.23,-2.23,0.021,0.0,-0.002,1.261000000000001,4.1419999999999995,15.869,34.078,True
1514,49,92,-12.81,-1.37,0.021,0.0,-0.002,2.651,3.912000000000001,15.849,34.518,True
1515,49,93,-5.81,-0.55,0.027,-0.01,0.0,1.0709999999999988,3.7219999999999978,16.289,34.938,True
1516,49,94,-0.23,0.16,0.027,-0.01,0.0,2.4910000000000005,3.5619999999999994,16.329,35.428,True
1517,49,95,6.92,0.84,0.024,-0.016,0.004,0.9209999999999994,3.411999999999999,16.789,35.757999999999996,True
1518,49,96,12.74,1.48,0.026,-0.01,0.0,2.2509999999999994,3.171999999999999,16.409,35.77799999999999,True
